27,Thursday Cottage Lemon Curd,10.99,"N,N","Imported from the original Thursday Cottage in the English countryside, this delicacy is made with free-range eggs, fresh lemon zest and fresh lemon juice.",,,,
28,Frisian Ginger Cake,6.99,"N,N",This imported Dutch breakfast cake is a special treat which is typically served with coffee or tea. The spiced aroma is unique and has long been a staple of Dutch breakfasts. ,,,,
29,Lyle's Black Treacle,7.49,"N,N","Imported from England, Lyle's Black Treacle has long been used to add distinctive rich and dark flavors to traditional cakes, toffee, and pudding. ",,,,
30,Medaglia D'oro Instant Espresso Coffee,6.99,"N,N","Too busy to brew? This blend of imported espresso coffee is easy to make, just add boiling water. It's double roasted for a traditional espresso flavor… unusually rich, aromatic and delicious. ",,,,
31,Frank Cooper's Vintage Oxford Marmalade,10.99,"N,N",Coopers's Oxford Marmalade is coarse cut using Seville oranges from Spain that produce a thick and heavy marmalade made in the traditional British tradition.,,,,
32,Frank Cooper's Original Oxford Marmalade,10.99,"N,N","Made from Jane Cooper's original recipe, Coopers's Original Oxford Marmalade is cut with Spanish Seville oranges. Perfect on toast or shortbread, this is a hearty marmalade for those who crave that traditional English flavor.",,,,
33,Grether's Sugar Free Black Currant Pastilles,15.99,"N,N","The original formula for throat and voice made with glycerin & natural fruit juices, but without the added sugar. Handmade from the original Swiss recipe, these also make a healthy and great tasting candy in times of health!",,,,
34,Minerve Whole Roasted Chestnuts,17.99,"N,N","These whole roasted imported chestnuts from France are a perfect ingredient to any Autumn or Winter dish. Traditionally used in stuffings, they're also great in soups, desserts, or as garnishes to your favorite dishes. Best of all, they're entirely natural, with no added salt, sugar, or enhancers, so you can be sure that you'll be serving the very best.",,,,
35,Boston Harbour Tea Bags 75 Ct.,17.99,"N,N","Boston Harbour Tea is a fine blend of select Ceylon and Darjeeling teas. Its sweet aroma and brisk flavor have been applauded by tea connoisseurs for many years. Britain’s oldest tea merchant Davison, Newman & Co., whose tea chests were destroyed in the 1774 tea party, still operates today and has developed this famous tea blend.",,,,
36,Harbor Sweets Classic Assortment - 20 pcs,19.99,"N,N","This Gift Assortment contains the world famous Sweet Sloops (almond butter crunch), Friendship Sweets (solid dark chocolate), Barque Sarah (toasted almonds in milk chocolate), Sweet Shells (orange crunch in dark sweet chocolate), Sand Dollars (creamy butter caramel with a pecan in dark sweet chocolate) and Periwinkles (solid milk chocolate). Chocolates are individually wrapped in gold foil and carefully packed into Harbor Sweet’s signature gift box. Finished with a grosgrain ribbon, they make for a stunning impression or a decadent indulgence.",,,,
37,Scandinavian Delights Apricot Spread,7.99,"N,N","Famous the world over, this traditional unique apricot spread is produced with no boiling to preserve consistency, flavor, and freshness. You'll be amazed at the clarity and bright flavors that make this a truly unforgettable delight.",,,,
38,Cote D'or Mignonnettes Noir de Noir,9.99,"N,N","24 Bite-size morsels of 54% dark chocolate will intoxicate you with their rich and velvety smooth taste. For dark chocolate lovers, this is a dream come true. ",,,,
39,Campanini Arborio Italian Rice,5.99,"N,N",For three generations Campanini has produced custom-milled rice at their small-specialized riseria where each production step is under the supervision of a family member. The rice is pure and natural and does not undergo any chemical treatment. The Campanini family offers a superior quality that will make your best flavors shine.,,,,
40,Cote D'or Mignonettes ,9.99,"N,N","Delightful squares of Cote D'Or milk chocolate, wrapped up in bite size pieces. These carefully crafted confections are perfect for snacking, travel, or the impromptu craving. ",,,,
41,Cafe La Semeuse Whole Bean Classique,11.99,"N,N","Our most popular coffee, La Semeuse owes its signature flavor to a unique roasting process that ensures every cup is full flavored and always smooth. This same coffee served at Lutéce and The James Beard House can now be served and enjoyed where you want it most-- in your very own home. ",,,,
42,Cafe La Semeuse Whole Bean Espresso ,11.99,"N,N","Darker than Classique, this is perfect for espresso lovers and for those who enjoy darker drip or filter coffee. Uniquely smooth and rich, it has twice won the distinction of the Fancy Food Show Beverage Award.",,,,
43,La Semeuse Ground Classique ,11.99,"N,N","Slow roasted in the high altitudes of the Swiss mountains, La Semeuse stands among the finest coffee anywhere and is served in the most distinguished restaurants worldwide. Our most popular coffee has a rich and complex taste with absolutely no bitterness. This is our flagship coffee that we brew and serve with pride in our own Gourmet Shoppe. ",,,,
44,Cafe La Semeuse Ground Decaf,11.99,"N,N","This decaf is what put us on the map! It received the highest ""PREFERRED"" rating by The New York Times and is served by the finest restaurants, caterers and executive dining rooms is cities all over the world. Never bitter and unfailingly smooth, this decaffeinated blend is so rich you'll have to try it again and again.",,,,
45,Baleine Fleur de Sel de Camargue,11.99,"N,N","These sea salt crystals are from the Camargue region near Provence, France. The salt crystallizes early in the morning with a little help from the sun and is hand harvested to ensure perfection. Packaged in fine French cork and labeled with the actual salt harvesters name, this salt is an artisan's work that will accentuate the natural flavors of any dish.",,,,
46,Villa Manodori Aged Balsamic Vinegar ,50,"N,N","This artisan balsamic vinegar is produced in very small quantities by Massimo Bottura, chef and owner of the Osteria Francescana restaurant in Modena, Italy. 10 year maturation in oak, juniper, and chestnut barrels makes for a dark and rich color, intense aroma, and thick pour. It incredibly intensifies the flavors of grilled meats, steak, pork and poultry, but is sweet enough to enjoy over ice cream or strawberries. This bottle ships in an exquisite white gift box and is perfect for the discerning chefs or the most exacting of palates. ",,,,
47,Niederegger Marzipan Gift Assortment  ,29.99,"N,N","From the premier marzipan producers, an assortment of sweet almond paste morsels enveloped in chocolate. Pistachio, curacao, and orange selections will delight their tastebuds and the beautiful white and gold gift box will be a feast for their eyes. ",,,,
50,Bajamar White Asparagus,12.99,"N,N","This whole white asparagus is imported directly from Spain and is an integral part of the ""Mediterranean Diet"". Milder and slightly more tender than its green counterpart, Bajamar White Asparagus makes a stunning presentation on plates from any region of the world.",,,,
51,Guyaux Chocolatier Chocolate Confiserie Truffles ,16.99,"N,N","These imported French truffles are hand crafted with the finest ganache and dusted with pure cocoa powder. Long cherished by connoisseurs around the world, these exquisite French delicacies will steal your heart! (200 g box)",<p>Note: packaging may differ from image.</p>,,,
52,Bar-Le-Duc White Currant Preserve,40,"N,N","The most expensive preserve in the world is made from white currants hand-seeded with a goose-quill. There is only one producer in the world who makes this jam, Mr. Jacques Dutriez, in the tiny town of Bar-le-Duc in the heart of the Lorraine province in France. Among those addicted to its sublime flavor have been Mary, Queen of Scots (who called it ""a ray of sunshine in a jar""), Marie-Antoinette, Alfred Hitchcock and Victor Hugo. The depth of flavor is unsurpassed -- intense and sweet. Indulge yourself and become part of the history of this truly amazing product.",,,,
53,Bar-Le-Duc Red Currant Preserve,40,"N,N","The most expensive preserve in the world is made from red currants that are hand-seeded with a goose quill. There is only one producer in the world who makes this jam, Mr. Jacques Dutriez, in the tiny town of Bar-Le-Duc in the heart of the Lorraine province in France. Among those addicted to its sublime flavor have been Mary, Queen of Scots (who called it ""a ray of sunshine in a jar""), Marie Antoinette, Alfred Hitchcock and Victor Hugo. The depth of flavor is unsurpassed -- intense and sweet. Indulge yourself and become part of the history of this truly amazing product.",,,,
54,Arnaud Soubeyran Calissons de Provence,18.99,"N,N","Calissons are specialty of Aix en Provence, made from ground almond paste and sweet melon. A wonderful treat that will instantly make any occasion especially memorable.",,,,
55,Paris Caramels With Butter,12.99,"N,N","Each Caramel is made from the A.O.C. Charente's Poitou butter and is associated with a seasonal flavor; a delicate coffee taste to rediscover the spring, a vanilla flavor for the fragrance of summer flowers, hazelnut for the crisp fall, and chocolate for the winter.",,,,
56,Crossings Almond/Pistachio Paste,14.99,"N,N",This imported almond paste from France has a delightful twist - pistachio; a wonderful asset to any baker that will ensure your dishes stand out in the crowd.,,,,
57,Crossings Natural Almond Paste,12.99,"N,N",This decadent almond paste is imported from France and is used by bakers around the world.,,,,
58,Lake Champlain Select Origin Chocolates,21.99,"N,N","Lake Champlain is world renowned for producing some of the world's finest chocolates. These select origin chocolates are crafted from cocoa beans harvested from various parts of the world. You'll be amazed at the contrasting flavor profiles- the vanilla notes of San Thome, the creamy fruit finish of Tanzania, the delicate harmonies of Africa. It's a global tour of the finest  cocoa regions in one beautifully crafted package.",,,,
59,Byrne & Carlson Mendiant Bar,12.99,"N,N","Byrne & Carlson's mendiant bar has a Valrhona semi-sweet chocolate base that is the perfect complement to its jewel-like adornments of candied orange peel, almonds, candied mint leaves, tart cherries, and candied violets.",,,,
60,Byrne & Carlson Dark Chocolate Pansy Bar,14.99,"N,N",The Byrne & Carlson Pansy Chocolate Bar is a Belgian dark chocolate embellished with crystallized pansy and garnished with candied mint leaves.,,,,
61,Cavalli Gold Seal Balsamic Vinegar,175,"N,N","The Gold Seal Cavalli balsamic is extraordinary and complex, rich with harmonious fragrances, more sweet than sour with persuasive structure. It is dense, suave and persistent. Ideal for savory and spicy cheeses, for berries, strawberries or cherries, for pastry cream or ice cream; but above all, it is a true elixir to sip from a spoon or glass at the end of a meal. Bottles are numbered and come boxed with an informative booklet containing history and recipes.  ",,,,
62,Cavalli Silver Seal Balsamic Vinegar,125,"N,N","Cavalli Silver Seal Balsamic has a strong, sweet fragrance with thick, rich acidity and an intoxicating bouquet. Bottles are beautifully boxed and individually numbered with an informative booklet containing history and recipes. ",,,,
63,Byrne & Carlson Orange Cherry Bar,12.99,"N,N","Australian glace oranges, Oregon dried cherries & French candied orange peel decorate a semi-sweet Belgian 55% dark chocolate bar. ",,,,
64,Reber Mozart Kugeln Violin Gift Box,25.99,"N,N","Exquisite confections filled with pistachio-marzipan made from fresh green pistachios, almonds and rich hazelnut nougat, enrobed with delicious milk and bitter chocolate. Hand packed into a beautiful violin gift box. ",,,,
65,Fossier Rose Biscuits ,10.99,"N,N","Founded in 1691, the Biscuit Rose de Reims is one of the jewels of the city of Reims. Always associated with champagne, it was the taste of French festivals of celebration. Today, it is also used in dessert recipes. In addition to its pink color, it is characterized by a crisp texture and sublime rose flavor. (175g bag)",,,,
66,Byrne & Carlson Violet Bar,12.99,"N,N","Inspired by the Art Nouveau botanical motifs, this bar of semi-sweet Belgian chocolate is hand-decorated with candied violets & mint leaves to create simple and beautiful design with sinuous lines molded in 54% cacao.",,,,
67,Dolfin 70% & 88% Dark Chocolate Squares,21.99,"N,N","48 bite-size tablets of 70% and 88% dark chocolate made by the masters of Belgian chocolate. Presented in a stunning gift box, this makes for a true delight in every bite.",,,,
68,Divina Feta Cheese Stuffed Olives,9.99,"N,N","Hand picked, patiently cured for months and hand stuffed with creamy bleu cheese, these smooth and buttery Mt. Athos Green Olives are an incredible treat. Sublime in salads and an ultimate crowd pleaser!",,,,
69,Divina Jalapeno Stuffed Olives,8.99,"N,N",Meaty and buttery Mt. Athos green olives are hand stuffed with piquant jalapenos. Enjoy straight from the jar or use as the ultimate cocktail olive!  ,,,,
70,Divina Bleu Cheese Stuffed Olives,9.99,"N,N","Meaty and buttery Mt. Athos green olives are hand stuffed with creamy blue cheese. Enjoy straight from the jar, use in salads, cocktails, or just as a delightful garnish. This is the true taste of the Mediterranean that you won't find anywhere else!",,,,
71,Paris Caramels With Fig & Walnut,14.99,"N,N",French salted caramels with 25% fig and a generous helping of walnuts capture the spirit of Paris. Charentes-Poitou butter (A.O.C.) make these melt-in-your-mouth caramels a rich delight not to be missed!,,,,
72,Paris Caramels With Apple Crumble,14.99,"N,N","Paris Caramels is a family owned and operated company since 1957 that specializes in the confection of artisanal chocolates and gourmet caramels. Imported directly from France, these caramels have been blended with the finest French apple and buttery crumbles. Try them once and you'll fall in love with Paris all over again.  
",,,,
"
73 ,Divina Garlic Stuffed Olives""",8.99,"N,N","Rich and buttery Mt. Athos green olives are the perfect match for savory garlic. We've captured the flavors of the old country in these olives, perfect for nibbling, salads, pizza, or as the ultimate martini garnish. ",,,,,
74,Divina Citrus Stuffed Olives,8.99,"N,N",These Mt. Athos green olives are the perfect match for the zesty tang of citrus. Enjoy straight from the jar or as the ultimate cocktail olive!,,,,
75,Le Whif Chocolate Single,2.99,"N,N","You've heard the buzz, now try it for yourself! Years of research by Harvard professor David Edwards have resulted in this rich, deep, and dark powdered organic chocolate that you don't eat- you inhale! It's the luscious taste of fine chocolate without all the extra calories in a stylishly portable inhaler. ",,,,
76,Le Whif Chocolate Mint Single ,2.99,"N,N","You've heard the buzz, now try it for yourself! Years of research by Harvard professor David Edwards have resulted in this rich, deep, and dark powdered organic chocolate that you don't eat- you inhale! This Le Whif is also infused with a clean refreshing mint flavor that will intoxicate your senses and tickle your tastebuds.",,,,
77,Le Whif Chocolate Raspberry Single,2.99,"N,N","You've heard the buzz, now try it for yourself! Years of research by Harvard professor David Edwards have resulted in this rich and tart raspberry powdered chocolate that you don't eat- you inhale! It's the fresh flavor of raspberries married with sweet chocolate for a chocolate experience that's not to be missed!
",,,,
"
78,Le Whif Coffee Single""",2.99,"N,N","It's the kick of coffee without the cup! Years of research by Harvard professor David Edwards have yielded this incredible fusing of gourmet coffee with fine powered organic chocolate. And best of all, the caffeine is still intact! Try it now and see what everyone's been talking about!",,,,,
79,Le Whif Chocolate 3-Pack,6.99,"N,N","You've heard the buzz, now try it for yourself! Years of research by Harvard professor David Edwards have resulted in this rich, deep, and dark powdered organic chocolate that you don't eat- you inhale! It's the luscious taste of fine chocolate without all the extra calories in three stylishly portable inhalers. ",,,,
80,Le Whif Assorted 3-Pack,6.99,"N,N","You've heard the buzz, now try it for yourself! Years of research by Harvard professor David Edwards have resulted in this rich, deep, and dark powdered organic chocolate that you don't eat- you inhale! This assortment includes a selection of chocolate, chocolate mint, and chocolate raspberry, in three stylishly designed inhalers. ",,,,
81,Le Whif Coffee 3-Pack,6.99,"N,N","It's the kick of coffee without the cup! Years of research by Harvard professor David Edwards have yielded this incredible fusing of gourmet coffee with fine powered organic chocolate. And best of all, the caffeine is still intact! Try it now and see what everyone's been talking about!",,,,
82,MEM Tea Co. Blue Flower Earl Grey ,9.99,"N,N",Black tea flavored with soothing bergamot oil and accented with blue cornflower petals. Classic blend of tea and fragrant. ,,,,
83,MEM Tea Co. Organic Earl Grey,12.99,"N,N","Premium gold-tipped whole leaf organic black tea artfully flavored with high quality bergamot oil. Soft, smooth and fragrant. ",,,,
84,MEM Tea Co. Spicy Chai,8.99,"N,N","A unique recipe for the traditional Indian heavy bodied black tea with an exotic spice mix, including cardamom, cinnamon, cloves and ginger. Served with milk and sweetened. ",,,,
85,MEM Tea Co. Hibiscus (Karkady),8.99,"N,N","The liquor of this herbal infusion is a striking, deep
",,,,
red color with a tart fruity flavor. Famous as Karkady tea in Egypt, hibiscus is a main ingredient in many herbal blends. This finer quality solo version is healthy," delicious and satisfying. Takes sugar well. """,,,,,,
86,xxxMEM Tea Co. Special Linden Blend,10.99,"N,N","Tilleul in French and know since ancient times as the “Royal nectar,” this wild crafted tea possesses a natural sweetness and exceptional flavor due to its consisting of flowers only. The classic end to a continental meal. ",,,,
87,MEM Tea Co. Crimson Berry Herbal Blend,8.99,"N,N","This herbal tea is a lively harmony of hibiscus, elderberries, grapes, currants, and rooibos, creating a fruity tea with a deep red color. Also great when iced!
",,,,
"
88,MEM Tea Co. Rooibos (Decorated)""",9.99,"N,N","Organic “Red Bush” herbal tea from South Africa, blended with orange and vanilla. The orange-red liquor is aromatic with a citrus-like sweetness. ",,,,,
89,MEM Tea Co. Japanese Sencha,19.99,"N,N","Delicate, yet rich, this splendid green tea has a clean vegetal flavor, with a distinct sweet finish. Very special grade of this famous Japanese tea. ",,,,
90,Neuhaus Holiday Truffle Collection,31.99,"N,N","A gourmet assortment of 16 truffles with 6 unique Neuhaus flavors package in a stunning gift box. Selected are the Dark Chocolate Truffle, Tiramisu Truffle, Cognac Truffle, Champagne Truffle, Coffee Truffle and Butter Truffle. Perfect to ring in the New Year! ","<p><strong>A holiday ""best-of"" assortment featuring:</strong></p>
",,,
<p><strong> </strong></p>,,,,,,,,
"
<p><strong>Dark Chocolate Truffle</strong>: a dark chocolate truffle composed of an intensely chocolatey butter cream coated with dark chocolate and sprinkled with chocolate flakes to create an intense chocolate sensation.</p>
",,,,,,,,
<p><strong>Tiramisu Truffle</strong>: a delicious combination of melt-in-the mouth butter cream and Amaretto. This dark chocolate-coated truffle is rolled in crunchy Amaretti biscuit crumbs.</p>,,,,,,,,
"
<p><strong>Cognac</strong><strong> Truffle</strong>: a light butter cream delicately flavored with Cognac combines perfectly with the dark chocolate coating and the flaked almond topping.</p>
",,,,,,,,
<p><strong>Champagne Truffle</strong>: a light butter cream flavored with Marc de Champagne. A surprising contrast between the intense flavor of dark chocolate and the sweetness of the sugar with which it is dusted.</p>,,,,,,,,
"
<p><strong>Coffee Truffle</strong>: this melt-in-the-mouth butter cream delicately flavored with fresh coffee is a perfect combination with a dark chocolate coating sprinkled with chocolate flakes.</p>
",,,,,,,,
"<p><strong>Butter Truffle</strong>: melt-in-the-mouth chocolate butter cream coated with dark chocolate releases an intense chocolate flavor enhanced by the dusting of cocoa powder.</p>""",,,,,,,,
91,Neuhaus Milk Collection - 20 pcs,34.99,"N,N",A rich milk chocolate selection of Belgian giandujas and pralines make these a chocolate connoisseurs dream come true. These hand crafted Belgian delights are presented in a stunning gift box. (7.94 oz. box),"<p><span style=""color: #675149; font-family: Arial,Helvetica,sans-serif; font-size: x-small;"">Included in the 20 piece assortment:<br /> Louise- Enjoy pure milk chocolate delight with this Javanese milk  chocolate ganache. This praline was named after Louise Agostini, the  wife of Jean Neuhaus.<br /> Mephisto- These pralines embossed with the Neuhaus ""N"" are filled with  Turkish hazelnut and chocolate cream. The flavor of freshly roasted and  caramelized hazelnuts is enhanced by hazelnut pieces. The milk chocolate  shell complements the sweetness of the recipe.<br /> Frederic- Frédéric is a delicious, melt-in-the-mouth ganache with  freshly roasted hazelnuts. The flavor is enhanced by the sweet milk  chocolate coating. This praline is named as a tribute to Frédéric  Neuhaus, confectioner and son of the founder of Neuhaus.<br /> 1857- Enjoy this milk chocolate filled with speculoos praliné, and  immerse yourself in memories of childhood teatimes with this old-style  crunchy texture.</span></p>",,,
92,Neuhaus Dark Collection - 20 pcs,34.99,"N,N","True connoisseurs know Neuhaus as the premier Belgian chocolatier. Give them the gift of Neuhaus and make all their chocolate dreams come true! This recently redesigned and expanded box contains a selection of 20 timeless dark chocolate morsels filled with pralinés, ganaches and giandujas, made according to the best Neuhaus recipes. (7.94 oz. box)
",,,,
,,,,,,,,
"
","<p><span style=""color: #675149; font-family: Arial,Helvetica,sans-serif; font-size: x-small;"">A best selling item, this collection includes:<br /> Criollo- This praline with its distinctive chocolate flavors is composed  of a bitter chocolate outer shell and a bitter chocolate fresh butter  cream center: an original recipe full of flavor.<br /> Grand Place – The Grand Place praline is a rich, dark chocolate ganache  subtly spiced with nigella (black cumin), a mild Indian spice. It is  named after the Grand Place in Brussels, a square that lies just a few  steps away from where the first praline was created in 1912.<br /> Passion- This intense, bitter chocolate ganache is an ode to the flavor and simplicity of dark chocolate.<br /> Albert- This praline, created to commemorate the marriage of Prince  Albert and Princess Paola, the present sovereigns of Belgium, is filled  with Turkish hazelnut and Californian almond praliné, with a whole  hazelnut in the center - an exquisite and delicious surprise.</span></p>",,,,,,,
93,MEM Tea Co. Irish Breakfast (Assam),8.99,"N,N","Typical “breakfast” style black tea noted for its strength, body and color. Hearty, malty flavor goes well with milk. Also used in “English Breakfast” teas.",,,,
94,"MEM Tea Co. English Breakfast (Ceylon, Wiry)",9.99,"N,N","A special, attractive wiry leaf from Sri Lanka, well balanced, with a creamy vanilla texture and caramel undertone.",,,,
95,MEM Tea Co. English Breakfast (Keemun),14.99,"N,N","Original English Breakfast black tea from China. Full bodied, smooth, the burgundy of tea, with a hint of smokiness. ",,,,
96,MEM Tea Co. Russian Caravan,9.99,"N,N","Traditional blend of fine black teas from China, yielding a soft, slightly smoky and sweet brew, bold and flavorful for anytime of day.",,,,
97,MEM Tea Co. English Breakfast (Yunnan),11.99,"N,N","Caffeinated China Black from the homeland of tea; smooth, soft, creamy texture with a spicy vanilla flavor. Takes milk well. ",,,,
98,Byrne & Carlson Chipotle Bar With Sea Salt,11.99,"N,N",This Venezuelan extra-bitter 74% chocolate spiced with chipotle pepper and garnished with Welsh sea salt. It's so delicately balanced you'll be amazed at how they got all that flavor into one little bite! ,,,,
99,Divina Sweet Pepper Stuffed Olives,8.99,"N,N",Savory meets sweet in this special offering from Divina. Mt. Athos green olives are a perfect match for the natural sweetness of red peppers. Enjoy this offering straight from the jar or as a sophisticated garnish for your best martini!,,,,
100,MEM Tea Co. Rooibos (Bergamot),9.99,"N,N","An herbal version of the very popular Earl Grey tea, using organic Rooibos as a base, scented with fragrant bergamot citrus oil. Deep, rich, silky pungent and flowery, this tea is full of antioxidants and stress reducing agents. A delicious addition to the herbal tea offerings.",,,,
101,MEM Tea Co. Thai Tea,9.99,"N,N","Inspired by the iced Thai Tea served in Thai restaurants and tea from wild tea trees growing in the north of Thailand, this exotic drink combines slightly smoky China black teas with rare spices and herbs.",,,,
102,MEM Tea Co. Darjeeling (Organic),18.99,"N,N","High grown Indian “Champagne” of black teas. From one of the celebrated Himalayan gardens, the liquor is a sparkling, orange amber color, with a rich muscatel grape flavor.",,,,
